Date,Open,High,Low,Close,Adj Close,Volume
2022-09-26,6.199999809265137,6.210000038146973,5.920000076293945,5.989999771118164,5.989999771118164,220500
2022-09-27,6.079999923706055,6.139999866485596,5.800000190734863,6.050000190734863,6.050000190734863,264000
2022-09-28,5.940000057220459,6.389999866485596,5.829999923706055,6.389999866485596,6.389999866485596,220400
2022-09-29,6.329999923706055,6.329999923706055,6.059999942779541,6.210000038146973,6.210000038146973,161500
2022-09-30,6.260000228881836,6.710000038146973,6.130000114440918,6.46999979019165,6.46999979019165,270500
2022-10-03,6.690000057220459,6.820000171661377,6.5,6.53000020980835,6.53000020980835,215000
2022-10-04,6.53000020980835,6.78000020980835,6.329999923706055,6.409999847412109,6.409999847412109,207400
2022-10-05,6.320000171661377,6.460000038146973,6.190000057220459,6.230000019073486,6.230000019073486,159300
2022-10-06,6.230000019073486,6.389999866485596,6.21999979019165,6.260000228881836,6.260000228881836,125200
2022-10-07,6.239999771118164,6.269999980926514,6.070000171661377,6.260000228881836,6.260000228881836,178900
2022-10-10,6.269999980926514,6.320000171661377,6.019999980926514,6.170000076293945,6.170000076293945,148700
2022-10-11,6.179999828338623,6.21999979019165,6.019999980926514,6.050000190734863,6.050000190734863,98000
2022-10-13,6.010000228881836,6.190000057220459,5.980000019073486,5.980000019073486,5.980000019073486,117300
2022-10-14,6.03000020980835,6.179999828338623,5.960000038146973,5.960000038146973,5.960000038146973,201500
2022-10-17,5.96999979019165,6.360000133514404,5.960000038146973,6.260000228881836,6.260000228881836,190100
2022-10-18,6.260000228881836,6.409999847412109,6.230000019073486,6.340000152587891,6.340000152587891,191400
2022-10-19,6.340000152587891,6.400000095367432,6.190000057220459,6.210000038146973,6.210000038146973,94700
2022-10-20,6.210000038146973,6.329999923706055,6.010000228881836,6.03000020980835,6.03000020980835,135700
2022-10-21,6.010000228881836,6.130000114440918,5.889999866485596,6.079999923706055,6.079999923706055,168100
2022-10-24,6.010000228881836,6.070000171661377,5.900000095367432,5.96999979019165,5.96999979019165,85400
2022-10-25,6.0,6.090000152587891,5.889999866485596,5.889999866485596,5.889999866485596,120100
2022-10-26,5.960000038146973,5.960000038146973,5.5,5.559999942779541,5.559999942779541,195200
2022-10-27,5.639999866485596,5.880000114440918,5.579999923706055,5.880000114440918,5.880000114440918,94500
2022-10-28,5.889999866485596,5.889999866485596,5.650000095367432,5.650000095367432,5.650000095367432,126700
2022-10-31,5.619999885559082,5.760000228881836,5.429999828338623,5.5,5.5,237300
2022-11-01,5.559999942779541,5.789999961853027,5.5,5.590000152587891,5.590000152587891,223000
2022-11-03,5.519999980926514,5.949999809265137,5.519999980926514,5.900000095367432,5.900000095367432,135700
2022-11-04,5.949999809265137,6.139999866485596,5.849999904632568,6.110000133514404,6.110000133514404,179100
2022-11-07,6.130000114440918,6.130000114440918,5.630000114440918,5.630000114440918,5.630000114440918,146400
2022-11-08,5.630000114440918,5.800000190734863,5.579999923706055,5.71999979019165,5.71999979019165,99100
2022-11-09,5.78000020980835,5.809999942779541,5.570000171661377,5.570000171661377,5.570000171661377,104100
2022-11-10,5.559999942779541,5.590000152587891,5.130000114440918,5.130000114440918,5.130000114440918,177300
2022-11-11,5.25,5.380000114440918,5.010000228881836,5.010000228881836,5.010000228881836,188600
2022-11-14,5.239999771118164,5.389999866485596,5.0,5.019999980926514,5.019999980926514,224700
2022-11-16,5.03000020980835,5.190000057220459,5.0,5.010000228881836,5.010000228881836,292600
2022-11-17,5.0,5.03000020980835,4.670000076293945,4.909999847412109,4.909999847412109,283800
2022-11-18,5.039999961853027,5.199999809265137,4.800000190734863,4.940000057220459,4.940000057220459,138600
2022-11-21,4.949999809265137,5.090000152587891,4.909999847412109,4.920000076293945,4.920000076293945,93100
2022-11-22,4.889999866485596,5.110000133514404,4.880000114440918,5.090000152587891,5.090000152587891,110500
2022-11-23,5.010000228881836,5.130000114440918,4.889999866485596,4.929999828338623,4.929999828338623,113300
2022-11-24,4.949999809265137,5.28000020980835,4.940000057220459,5.269999980926514,5.269999980926514,113500
2022-11-25,5.260000228881836,5.449999809265137,5.050000190734863,5.449999809265137,5.449999809265137,115700
2022-11-28,5.360000133514404,5.360000133514404,4.949999809265137,5.050000190734863,5.050000190734863,156400
2022-11-29,5.010000228881836,5.289999961853027,4.820000171661377,5.25,5.25,251500
2022-11-30,5.239999771118164,5.389999866485596,5.130000114440918,5.329999923706055,5.329999923706055,145900
2022-12-01,5.329999923706055,5.349999904632568,5.110000133514404,5.28000020980835,5.28000020980835,199600
2022-12-02,5.179999828338623,5.480000019073486,5.099999904632568,5.400000095367432,5.400000095367432,141200
2022-12-05,5.329999923706055,5.349999904632568,4.96999979019165,5.150000095367432,5.150000095367432,186500
2022-12-06,5.150000095367432,5.329999923706055,5.079999923706055,5.150000095367432,5.150000095367432,366600
2022-12-07,5.139999866485596,5.550000190734863,5.139999866485596,5.519999980926514,5.519999980926514,258500
