Date,Open,High,Low,Close,Adj Close,Volume
2022-09-26,12.670000076293945,13.0,12.279999732971191,12.319999694824219,10.945487976074219,12834600
2022-09-27,12.479999542236328,12.65999984741211,12.039999961853027,12.100000381469727,10.750033378601074,13356700
2022-09-28,12.109999656677246,12.319999694824219,11.960000038146973,12.210000038146973,10.847761154174805,8176300
2022-09-29,12.050000190734863,12.210000038146973,11.800000190734863,12.039999961853027,10.696727752685547,10860500
2022-09-30,12.050000190734863,12.800000190734863,11.90999984741211,12.720000267028809,11.300861358642578,10739500
2022-10-03,13.010000228881836,13.300000190734863,12.869999885559082,13.25,11.771730422973633,9120900
2022-10-04,13.430000305175781,13.930000305175781,13.430000305175781,13.899999618530273,12.349210739135742,14628700
2022-10-05,13.84000015258789,14.399999618530273,13.829999923706055,14.3100004196167,12.713469505310059,17225000
2022-10-06,14.359999656677246,14.5,14.09000015258789,14.319999694824219,12.722352981567383,6125200
2022-10-07,14.260000228881836,14.680000305175781,14.15999984741211,14.300000190734863,12.704585075378418,10475700
2022-10-10,14.380000114440918,14.539999961853027,13.890000343322754,13.960000038146973,12.402518272399902,8002700
2022-10-11,13.84000015258789,13.899999618530273,13.40999984741211,13.779999732971191,12.242599487304688,8781500
2022-10-13,13.600000381469727,13.899999618530273,13.329999923706055,13.680000305175781,12.153757095336914,7970400
2022-10-14,13.710000038146973,13.720000267028809,12.829999923706055,12.869999885559082,11.434125900268555,13129100
2022-10-17,12.920000076293945,13.039999961853027,12.640000343322754,12.779999732971191,11.354166984558105,9619700
2022-10-18,13.15999984741211,13.359999656677246,12.829999923706055,13.15999984741211,11.691771507263184,9008300
2022-10-19,13.119999885559082,13.140000343322754,12.739999771118164,12.869999885559082,11.434125900268555,7449900
2022-10-20,12.899999618530273,13.779999732971191,12.789999961853027,13.380000114440918,11.887227058410645,17652400
2022-10-21,13.300000190734863,14.1899995803833,13.09000015258789,14.1899995803833,12.606856346130371,17374800
2022-10-24,13.859999656677246,13.949999809265137,12.920000076293945,13.039999961853027,11.585159301757812,17724300
2022-10-25,13.029999732971191,13.460000038146973,12.899999618530273,12.920000076293945,11.478548049926758,16734700
2022-10-26,12.920000076293945,13.449999809265137,12.579999923706055,13.130000114440918,11.665119171142578,16477900
2022-10-27,12.970000267028809,13.210000038146973,12.819999694824219,13.0600004196167,11.60292911529541,12649500
2022-10-28,12.789999961853027,12.8100004196167,11.819999694824219,12.3100004196167,10.936604499816895,28394300
2022-10-31,12.039999961853027,12.680000305175781,11.920000076293945,12.279999732971191,10.909951210021973,13632900
2022-11-01,12.600000381469727,13.029999732971191,12.199999809265137,12.850000381469727,11.41635799407959,19139700
2022-11-03,12.520000457763672,12.979999542236328,12.229999542236328,12.779999732971191,11.354166984558105,10317700
2022-11-04,13.329999923706055,14.0,13.329999923706055,13.59000015258789,12.073798179626465,21883200
2022-11-07,13.609999656677246,13.779999732971191,13.050000190734863,13.130000114440918,11.665119171142578,12873200
2022-11-08,13.149999618530273,13.699999809265137,12.90999984741211,13.569999694824219,12.056028366088867,13977800
2022-11-09,13.579999923706055,13.9399995803833,13.270000457763672,13.380000114440918,11.887227058410645,12384400
2022-11-10,13.0,13.600000381469727,12.789999961853027,13.210000038146973,11.736193656921387,14041500
2022-11-11,13.619999885559082,15.470000267028809,13.539999961853027,15.430000305175781,13.708514213562012,29834800
2022-11-14,15.550000190734863,15.579999923706055,14.609999656677246,14.949999809265137,13.282066345214844,16916900
2022-11-16,15.069999694824219,15.15999984741211,14.470000267028809,14.779999732971191,13.13103199005127,11786900
2022-11-17,14.510000228881836,14.649999618530273,13.9399995803833,14.609999656677246,12.979998588562012,13629600
2022-11-18,14.899999618530273,14.949999809265137,14.029999732971191,14.09000015258789,12.518013954162598,12026600
2022-11-21,14.149999618530273,14.180000305175781,13.359999656677246,13.930000305175781,12.37586498260498,10084900
2022-11-22,14.300000190734863,14.800000190734863,14.260000228881836,14.420000076293945,12.811197280883789,18770300
2022-11-23,14.399999618530273,14.569999694824219,13.9399995803833,14.449999809265137,12.837849617004395,16265300
2022-11-24,14.630000114440918,14.949999809265137,14.550000190734863,14.869999885559082,13.210991859436035,7867100
2022-11-25,15.039999961853027,15.399999618530273,14.84000015258789,14.989999771118164,13.31760311126709,18190900
2022-11-28,13.720000267028809,13.75,13.050000190734863,13.229999542236328,12.757811546325684,16969800
2022-11-29,13.5,14.520000457763672,13.5,14.350000381469727,13.837838172912598,21989100
2022-11-30,14.40999984741211,14.729999542236328,14.239999771118164,14.520000457763672,14.001770973205566,16436700
2022-12-01,14.470000267028809,14.550000190734863,14.149999618530273,14.329999923706055,13.818552017211914,10587400
2022-12-02,14.5600004196167,14.75,14.069999694824219,14.510000228881836,13.992127418518066,10359300
2022-12-05,14.789999961853027,15.180000305175781,14.510000228881836,14.529999732971191,14.01141357421875,11530600
2022-12-06,14.59000015258789,14.869999885559082,14.4399995803833,14.699999809265137,14.175346374511719,9608700
2022-12-07,14.399999618530273,14.619999885559082,14.220000267028809,14.420000076293945,13.905340194702148,8836700
2022-12-08,14.579999923706055,14.760000228881836,14.020000457763672,14.079999923706055,13.577474594116211,9717100
2022-12-09,14.390000343322754,15.069999694824219,14.350000381469727,14.8100004196167,14.281420707702637,16026200
2022-12-12,14.649999618530273,14.819999694824219,13.949999809265137,14.359999656677246,13.847480773925781,11785100
2022-12-13,14.449999809265137,14.720000267028809,13.880000114440918,13.880000114440918,13.384613037109375,12322600
2022-12-14,13.859999656677246,14.40999984741211,13.720000267028809,14.359999656677246,13.847480773925781,15047300
2022-12-15,14.5,14.869999885559082,13.859999656677246,14.029999732971191,13.529258728027344,17614800
2022-12-16,14.09000015258789,14.229999542236328,13.850000381469727,13.90999984741211,13.413541793823242,14536200
2022-12-19,13.829999923706055,13.829999923706055,13.329999923706055,13.630000114440918,13.143535614013672,10675300
